,rank,username,language,solved easy,solved easy beats,solved medium,solved medium beats,solved hard,solved hard beats,subs,recent,active_days,adv_skills,int_skills,fund_skills
1840,"569,501",Bhargav Pabbaraju,"Java_72,Python3_43,C++_33",71.0,85.0,74.0,81.4,14.0,71.0,477,"Remove Duplicates from Sorted Array,Merge Sorted Array,Find if Path Exists in Graph,Count the Number of Special Characters II,Count the Number of Special Characters I,Find if Path Exists in Graph,Binary Tree Pruning,Merge Two Binary Trees,Find All Groups of Farmland,Largest Palindromic Number,Binary Tree Maximum Path Sum,Number of Islands,Two Sum II - Input Array Is Sorted,Two Sum,Island Perimeter",65.0,"Dynamic Programming-16,Monotonic Stack-8,Union Find-6,Divide and Conquer-4,Trie-3,Backtracking-2,Quickselect-1,Monotonic Queue-1","Hash Table-35,Depth-First Search-20,Math-17,Tree-15,Binary Tree-15,Breadth-First Search-15,Greedy-14,Sliding Window-13","Array-80,String-31,Two Pointers-20,Sorting-19,Stack-16,Linked List-11,Matrix-8,Simulation-6"
1842,"171,806",Aditya Kumar,C++_368,119.0,93.3,211.0,94.7,38.0,88.7,474,"Longest Repeating Character Replacement,Latest Time You Can Obtain After Replacing Characters,Maximum Prime Difference,Find the Number of Subarrays Where Boundary Elements Are Maximum,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String,Jump Game II,Sliding Window Maximum,Largest Rectangle in Histogram,Count Alternating Subarrays,Water Bottles II,Harshad Number,Shortest Subarray With OR at Least K II,Minimum Levels to Gain More Points",116.0,"Dynamic Programming-66,Union Find-15,Backtracking-12,Divide and Conquer-7,Shortest Path-7,Rolling Hash-6,Monotonic Stack-6,Topological Sort-5","Math-70,Hash Table-69,Greedy-39,Depth-First Search-38,Breadth-First Search-38,Binary Search-35,Bit Manipulation-28,Tree-23","Array-238,String-56,Sorting-53,Two Pointers-37,Matrix-29,Simulation-17,Linked List-16,Enumeration-13"
1844,"29,513",Andrew H. Pometta,"Python3_442,Java_391,C++_24",272.0,99.3,442.0,99.1,52.0,92.4,"1,035","Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find if Path Exists in Graph,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Find All The Lonely Nodes,Sum Root to Leaf Numbers,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Sum of Left Leaves",242.0,"Dynamic Programming-81,Backtracking-22,Divide and Conquer-17,Union Find-13,Trie-12,Monotonic Stack-11,Data Stream-9,Game Theory-5","Hash Table-167,Math-99,Depth-First Search-96,Tree-94,Greedy-90,Binary Tree-86,Breadth-First Search-66,Design-59","Array-405,String-191,Sorting-104,Two Pointers-73,Matrix-50,Stack-50,Simulation-49,Linked List-46"
1845,"65,372",Yan Zhang,"C++_526,Python3_173,Java_3",69.0,84.4,363.0,98.3,150.0,99.1,"2,823","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Minimum Operations to Make the Integer Zero,Robot Collisions,Find Longest Self-Contained Substring,Maximum Number of Potholes That Can Be Fixed,Sum of Imbalance Numbers of All Subarrays,Continuous Subarrays,Prime Pairs With Target Sum,Longest Even Odd Subarray With Threshold,Is Array a Preorder of Some ‌Binary Tree,Relocate Marbles,Height of Special Binary Tree,Sort Vowels in a String",170.0,"Dynamic Programming-118,Union Find-25,Monotonic Stack-25,Trie-14,Divide and Conquer-13,Rolling Hash-12,Segment Tree-12,Binary Indexed Tree-11","Hash Table-130,Greedy-89,Math-80,Binary Search-76,Depth-First Search-66,Breadth-First Search-59,Sliding Window-48,Graph-41","Array-382,String-124,Sorting-95,Matrix-40,Stack-35,Two Pointers-32,Enumeration-27,Simulation-18"
1847,"120,135",Wang Yu Sheng,"C++_460,Python3_1",137.0,95.0,271.0,96.7,40.0,89.4,126,"Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Sum of Distances,Intervals Between Identical Elements,Kth Smallest Amount With Single Denomination Combination,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Apply Operations to Maximize Frequency Score,Minimum Operations to Make a Uni-Value Grid,Minimum Cost Walk in Weighted Graph,Minimum Operations to Make Median of Array Equal to K,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray",49.0,"Dynamic Programming-89,Backtracking-25,Union Find-16,Divide and Conquer-13,Monotonic Stack-8,Trie-7,Topological Sort-6,Game Theory-4","Hash Table-83,Depth-First Search-75,Tree-64,Binary Tree-58,Math-57,Breadth-First Search-48,Greedy-43,Binary Search-35","Array-237,String-80,Two Pointers-50,Sorting-49,Matrix-34,Stack-33,Linked List-24,Simulation-16"
1848,"42,340",Azamat,Swift_683,211.0,98.3,367.0,98.4,105.0,97.8,989,"Find if Path Exists in Graph,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Sum of Left Leaves,Maximal Rectangle,Trapping Rain Water",364.0,"Dynamic Programming-132,Union Find-26,Backtracking-21,Divide and Conquer-18,Monotonic Stack-11,Topological Sort-9,Trie-8,Game Theory-6","Hash Table-129,Math-97,Depth-First Search-90,Breadth-First Search-80,Tree-73,Binary Search-72,Greedy-64,Binary Tree-63","Array-363,String-145,Sorting-93,Two Pointers-68,Matrix-57,Stack-42,Linked List-42,Simulation-37"
1852,"190,183",Anish Singh Dhami,"C++_350,C_4",119.0,93.3,193.0,93.9,40.0,89.4,607,"Find if Path Exists in Graph,Minimum Number of Operations to Satisfy Conditions,Find Edges in Shortest Paths,Count the Number of Special Characters I,Count the Number of Special Characters II,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Find the Number of Subarrays Where Boundary Elements Are Maximum,Minimum Time to Visit Disappearing Nodes,Sum Root to Leaf Numbers,Kth Smallest Amount With Single Denomination Combination,Maximum Prime Difference",181.0,"Dynamic Programming-49,Trie-10,Monotonic Stack-10,Rolling Hash-9,Union Find-9,Divide and Conquer-6,Backtracking-4,Game Theory-2","Hash Table-74,Math-60,Greedy-46,Depth-First Search-35,Binary Search-30,Breadth-First Search-30,Tree-28,Bit Manipulation-25","Array-198,String-76,Sorting-63,Two Pointers-41,Matrix-22,Stack-22,Linked List-19,Simulation-13"
1853,"84,098",stauntonknight,"Python3_522,C++_5,Python_4",152.0,96.0,285.0,97.0,91.0,97.0,947,"Find Edges in Shortest Paths,Count the Number of Special Characters II,Count the Number of Special Characters I,Find if Path Exists in Graph,Remove Invalid Parentheses,Number of Islands,Find All Groups of Farmland,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Minimum Sum of Values by Dividing Array,Kth Smallest Amount With Single Denomination Combination,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters",141.0,"Dynamic Programming-93,Union Find-14,Rolling Hash-11,Backtracking-11,Trie-11,Segment Tree-11,Divide and Conquer-10,Monotonic Stack-10","Hash Table-136,Math-74,Greedy-66,Binary Search-43,Depth-First Search-42,Breadth-First Search-40,Bit Manipulation-37,Tree-29","Array-325,String-124,Sorting-90,Simulation-37,Two Pointers-37,Matrix-34,Stack-29,Enumeration-23"
1856,"15,436",Nishadh Shah,"C++_867,MySQL_40,Java_14",241.0,98.9,389.0,98.6,292.0,99.8,837,"Find the Sum of the Power of All Subsequences,Longest Common Suffix Queries,Find the Number of Subarrays Where Boundary Elements Are Maximum,Kth Smallest Amount With Single Denomination Combination,Minimum Sum of Values by Dividing Array,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Operations to Make Median of Array Equal to K,Minimum Cost Walk in Weighted Graph,Minimize Manhattan Distances,Count Alternating Subarrays,Mark Elements on Array by Performing Queries,Find the Sum of Encrypted Integers,Shortest Uncommon Substring in an Array,Maximize Happiness of Selected Children",113.0,"Dynamic Programming-236,Backtracking-41,Union Find-27,Divide and Conquer-20,Monotonic Stack-17,Trie-16,Bitmask-15,Segment Tree-14","Hash Table-168,Math-148,Greedy-100,Depth-First Search-93,Binary Search-83,Bit Manipulation-83,Tree-80,Breadth-First Search-80","Array-521,String-184,Sorting-112,Matrix-80,Two Pointers-66,Stack-44,Simulation-35,Linked List-30"
1857,"578,683",mamban1997,"Java_149,Python_5,C#_2",86.0,88.5,56.0,76.8,10.0,63.6,480,"Palindrome Linked List,Remove Linked List Elements,Reverse Linked List,Find All Groups of Farmland,Remove Nth Node From End of List,Intersection of Two Linked Lists,Linked List Cycle II,Number of Islands,Linked List Cycle II,Linked List Cycle,Design Linked List,Island Perimeter,Design Linked List,Smallest String Starting From Leaf,Reverse Words in a String III",41.0,"Dynamic Programming-7,Monotonic Stack-3,Backtracking-2,Divide and Conquer-2,Trie-1,Union Find-1,Monotonic Queue-1","Math-26,Hash Table-24,Binary Search-21,Greedy-12,Sliding Window-11,Recursion-8,Depth-First Search-7,Bit Manipulation-7","Array-83,String-38,Two Pointers-32,Sorting-23,Simulation-14,Linked List-14,Stack-13,Matrix-11"
1858,"92,551",sutanjoypal,"C++_505,Java_1",197.0,98.0,268.0,96.6,40.0,89.4,"1,185","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Sum of Left Leaves,Maximal Rectangle,Trapping Rain Water,Remove K Digits",290.0,"Dynamic Programming-74,Backtracking-15,Divide and Conquer-12,Monotonic Stack-9,Union Find-8,Rolling Hash-6,Trie-5,Shortest Path-5","Math-98,Hash Table-95,Bit Manipulation-52,Binary Search-48,Greedy-44,Depth-First Search-40,Tree-30,Sliding Window-30","Array-283,String-112,Sorting-73,Two Pointers-44,Matrix-34,Simulation-32,Stack-32,Linked List-26"
1860,"23,660",Pegasus,C++_815,213.0,98.4,503.0,99.4,99.0,97.5,589,"Closest Binary Search Tree Value,Binary Tree Vertical Order Traversal,Maximum Average Subtree,Find All Groups of Farmland,Binary Tree Longest Consecutive Sequence,Integer Break,Number of Islands,Shortest Way to Form String,Maximum Distance in Arrays,Island Perimeter,Find All The Lonely Nodes,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves",245.0,"Dynamic Programming-133,Backtracking-31,Union Find-28,Divide and Conquer-20,Monotonic Stack-19,Trie-16,Segment Tree-10,Topological Sort-9","Hash Table-178,Depth-First Search-124,Tree-108,Math-105,Binary Tree-99,Breadth-First Search-98,Greedy-97,Binary Search-66","Array-436,String-192,Sorting-124,Two Pointers-75,Matrix-67,Stack-59,Linked List-42,Simulation-41"
1861,"21,652",Puspendra Singh Yadav,"C++_826,MySQL_10,Python3_10",300.0,99.5,448.0,99.1,93.0,97.1,"1,894","Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Time to Visit Disappearing Nodes,Find the Number of Subarrays Where Boundary Elements Are Maximum,Minimum Rectangles to Cover Points,Score of a String,Minimum Cost Walk in Weighted Graph,Minimum Operations to Make Median of Array Equal to K",260.0,"Dynamic Programming-114,Backtracking-29,Union Find-27,Monotonic Stack-24,Divide and Conquer-17,Trie-14,Topological Sort-9,Rolling Hash-8","Hash Table-176,Math-132,Greedy-109,Depth-First Search-78,Binary Search-76,Breadth-First Search-63,Bit Manipulation-63,Tree-51","Array-496,String-193,Sorting-127,Two Pointers-74,Matrix-61,Simulation-58,Stack-49,Enumeration-29"
1862,"235,017",akh26,C++_307,144.0,95.5,128.0,89.4,35.0,87.6,454,"Count the Number of Special Characters II,Count the Number of Special Characters I,Island Perimeter,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Longest Consecutive Sequence,Time Needed to Buy Tickets,Number of Students Unable to Eat Lunch,Valid Parenthesis String,Minimum Cost Walk in Weighted Graph,Minimum Operations to Make Median of Array Equal to K,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray,Minimum Remove to Make Valid Parentheses,Make The String Great",277.0,"Dynamic Programming-49,Backtracking-8,Union Find-8,Trie-5,Monotonic Stack-4,Game Theory-3,Rolling Hash-3,Divide and Conquer-3","Hash Table-67,Math-55,Greedy-35,Binary Search-29,Bit Manipulation-21,Breadth-First Search-15,Graph-14,Depth-First Search-13","Array-170,String-84,Sorting-48,Two Pointers-29,Simulation-19,Stack-16,Matrix-14,Linked List-13"
1863,"33,374",Rishabh Das,"C++_735,Java_2,JavaScript_2",226.0,98.7,395.0,98.7,117.0,98.3,"1,367","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String",367.0,"Dynamic Programming-148,Union Find-28,Backtracking-25,Divide and Conquer-16,Monotonic Stack-12,Trie-11,Topological Sort-10,Shortest Path-8","Hash Table-141,Greedy-99,Math-97,Depth-First Search-88,Breadth-First Search-78,Tree-70,Binary Search-64,Binary Tree-62","Array-410,String-164,Sorting-107,Two Pointers-60,Matrix-55,Stack-44,Linked List-34,Simulation-32"
1864,"231,041",NEERUKONDA SIDDHARTHA,"Python3_346,Python_60,JavaScript_6",80.0,92.7,190.0,94.8,40.0,90.0,577,"Find if Path Exists in Graph,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximal Rectangle,Remove K Digits,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Valid Parenthesis String,Maximal Rectangle,Trapping Rain Water",188.0,"Dynamic Programming-61,Backtracking-15,Divide and Conquer-10,Union Find-10,Monotonic Stack-10,Rolling Hash-8,Trie-8,Monotonic Queue-4","Hash Table-77,Depth-First Search-50,Greedy-43,Breadth-First Search-38,Tree-37,Binary Tree-36,Binary Search-35,Math-27","Array-217,String-76,Sorting-46,Two Pointers-41,Stack-31,Matrix-27,Linked List-19,Simulation-15"
1865,"25,770",Ankur Sharma,"C++_791,MySQL_5,Java_3",252.0,99.0,458.0,99.2,89.0,96.9,"1,122","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Koko Eating Bananas,Find First and Last Position of Element in Sorted Array,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Maximal Rectangle",367.0,"Dynamic Programming-133,Backtracking-26,Union Find-17,Divide and Conquer-14,Monotonic Stack-12,Trie-7,Shortest Path-6,Data Stream-5","Hash Table-180,Math-127,Greedy-110,Binary Search-83,Depth-First Search-69,Tree-56,Breadth-First Search-56,Binary Tree-53","Array-471,String-185,Sorting-136,Two Pointers-72,Matrix-54,Stack-47,Simulation-42,Linked List-32"
1868,"35,941",Tushar Tiwari,"C++_714,MySQL_3,JavaScript_2",221.0,98.5,445.0,99.1,53.0,92.6,"1,889","Count the Number of Special Characters II,Count the Number of Special Characters I,Find if Path Exists in Graph,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Sum of Left Leaves,Minimum Rectangles to Cover Points,Score of a String,Maximum XOR for Each Query",308.0,"Dynamic Programming-101,Backtracking-21,Union Find-17,Divide and Conquer-14,Monotonic Stack-11,Rolling Hash-7,Trie-7,Monotonic Queue-5","Hash Table-160,Math-103,Greedy-92,Depth-First Search-71,Breadth-First Search-63,Tree-60,Binary Tree-58,Sliding Window-57","Array-409,String-160,Sorting-117,Two Pointers-68,Matrix-48,Simulation-47,Stack-34,Linked List-20"
1873,"25,475",Prashant Kumar,"Java_787,C++_10,Oracle_8",260.0,99.1,439.0,99.0,101.0,97.6,"1,549","Count the Number of Special Characters II,Count the Number of Special Characters I,Spiral Matrix,Buddy Strings,Find and Replace Pattern,Find All Groups of Farmland,Shortest Completing Word,Number of Matching Subsequences,Create Binary Tree From Descriptions,Rotate Image,Number of Islands,Intersection of Two Linked Lists,The Dining Philosophers,Fizz Buzz Multithreaded,Print in Order",261.0,"Dynamic Programming-118,Union Find-25,Monotonic Stack-25,Divide and Conquer-21,Backtracking-20,Trie-19,Rolling Hash-8,Shortest Path-6","Hash Table-169,Math-115,Depth-First Search-112,Tree-98,Binary Tree-94,Breadth-First Search-79,Binary Search-76,Greedy-68","Array-441,String-176,Sorting-120,Two Pointers-87,Matrix-65,Stack-60,Linked List-41,Simulation-40"
